Date,Open*,High,Low,Close**,Volume,Market Cap,,
2016-09-04,5.60E-09,7.23E-09,5.59E-09,6.30E-09,5,-,,654
2016-09-05,6.30E-09,7.35E-09,6.33E-09,6.70E-09,0,-,,653
2016-09-06,6.70E-09,6.76E-09,6.34E-09,6.60E-09,0,-,,652
2016-09-07,6.60E-09,6.76E-09,6.53E-09,6.50E-09,0,-,,651
2016-09-08,6.50E-09,7.26E-09,6.12E-09,6.10E-09,0,-,,650
2016-09-09,6.20E-09,6.98E-09,6.06E-09,6.80E-09,70,-,,649
2016-09-10,6.80E-09,8.41E-09,5.52E-09,5.50E-09,24,-,,648
2016-09-11,5.50E-09,5.69E-09,3.88E-09,4.70E-09,166,-,,647
2016-09-12,4.70E-09,6.15E-09,3.52E-09,6.10E-09,39,-,,646
2016-09-13,6.10E-09,6.47E-09,4.54E-09,6.30E-09,72,-,,645
2016-09-14,6.30E-09,6.76E-09,5.17E-09,6.60E-09,68,-,,644
2016-09-15,6.70E-09,6.76E-09,2.96E-09,3.30E-09,31,-,,643
2016-09-16,3.30E-09,6.36E-09,3.27E-09,4.00E-09,12,-,,642
2016-09-17,3.90E-09,4.02E-09,2.31E-09,3.10E-09,56,-,,641
2016-09-18,3.10E-09,3.81E-09,2.53E-09,3.70E-09,39,-,,640
2016-09-19,3.60E-09,4.62E-09,2.93E-09,3.50E-09,28,-,,639
2016-09-20,3.40E-09,4.20E-09,2.49E-09,4.00E-09,17,-,,638
2016-09-21,4.00E-09,4.10E-09,2.60E-09,2.60E-09,20,-,,637
2016-09-22,2.60E-09,3.52E-09,2.50E-09,3.10E-09,38,-,,636
2016-09-23,3.10E-09,4.38E-09,3.09E-09,4.30E-09,12,-,,635
2016-09-24,4.30E-09,4.54E-09,3.49E-09,4.20E-09,35,-,,634
