,,,,,,,,
Date,Open*,High,Low,Close**,Volume,Market Cap,,
24-Oct-17,0.000005,0.000016,0.000004,0.000016,"3,314","760,885",222,
25-Oct-17,0.000016,0.000016,0.000003,0.000005,"4,063","2,548,660",221,
26-Oct-17,0.000005,0.000016,0.000005,0.000011,"4,214","742,780",220,
27-Oct-17,0.000012,0.000013,0.000005,0.000007,"1,491","1,850,990",219,
28-Oct-17,0.000006,0.000009,0.000004,0.000005,"3,214","1,021,440",218,
29-Oct-17,0.000005,0.000005,0.000003,0.000003,"3,934","852,520",217,
30-Oct-17,0.000003,0.000003,0.000002,0.000002,"3,395","476,972",216,
31-Oct-17,0.000002,0.000016,0.000002,0.000012,"11,002","359,417",215,
1-Nov-17,0.000012,0.000012,0.000005,0.000007,"5,707","1,932,880",214,
2-Nov-17,0.000007,0.000014,0.000002,0.000011,"5,158","1,171,370",213,
3-Nov-17,0.000011,0.000017,0.000002,0.000003,"3,649","1,782,720",212,
4-Nov-17,0.000003,0.000009,0.000003,0.000009,"2,940","424,643",211,
5-Nov-17,0.000008,0.000009,0.000002,0.000003,"3,576","1,372,410",210,
6-Nov-17,0.000003,0.000006,0.000002,0.000003,"7,251","499,782",209,
7-Nov-17,0.000003,0.000009,0.000002,0.000009,"3,379","445,217",208,
8-Nov-17,0.000009,0.000017,0.000003,0.000013,"3,069","1,425,090",207,
9-Nov-17,0.000013,0.000067,0.000013,0.000057,"2,469","2,175,170",206,
10-Nov-17,0.000057,0.00006,0.00001,0.000011,"4,192","9,304,640",205,
11-Nov-17,0.000011,0.000014,0.000008,0.00001,"3,973","1,761,720",204,
12-Nov-17,0.00001,0.00001,0.000004,0.000005,"4,643","1,579,670",203,
13-Nov-17,0.000005,0.000008,0.000003,0.000008,"2,816","785,352",202,
14-Nov-17,0.000008,0.000009,0.000003,0.000008,"7,165","1,319,560",201,
15-Nov-17,0.000008,0.000068,0.000008,0.000055,"13,856","1,282,770",200,
16-Nov-17,0.000056,0.000067,0.000023,0.000025,"11,366","9,159,000",199,
17-Nov-17,0.000025,0.000027,0.000006,0.000006,"11,559","4,113,190",198,
18-Nov-17,0.000006,0.000014,0.000006,0.000013,"9,097","1,033,850",197,
19-Nov-17,0.000013,0.000026,0.000009,0.000009,"17,196","2,124,510",196,
20-Nov-17,0.000009,0.000009,0.000005,0.000008,"12,127","1,542,600",195,
21-Nov-17,0.000008,0.000022,0.000008,0.000022,"10,096","1,417,650",194,
22-Nov-17,0.000022,0.000023,0.000014,0.000017,"10,772","3,652,710",193,
23-Nov-17,0.000017,0.000017,0.000011,0.000016,"23,732","2,918,170",192,
24-Nov-17,0.000016,0.000022,0.000016,0.000016,"13,628","2,709,420",191,
25-Nov-17,0.000016,0.000016,0.000006,0.000007,"10,703","2,631,570",190,
26-Nov-17,0.000007,0.000015,0.000006,0.000015,"6,818","1,115,360",189,
27-Nov-17,0.000015,0.000027,0.000009,0.00001,"8,134","2,639,480",188,
28-Nov-17,0.00001,0.000016,0.000009,0.000009,"18,879","1,636,560",187,
29-Nov-17,0.000009,0.00001,0.000004,0.000005,"8,225","1,624,340",186,
30-Nov-17,0.000005,0.000023,0.000005,0.000023,"2,822","836,725",185,
1-Dec-17,0.000023,0.000025,0.000005,0.000007,"12,852","3,926,850",184,
2-Dec-17,0.000007,0.000017,0.000007,0.000017,"5,372","1,306,820",183,
3-Dec-17,0.000015,0.000023,0.000006,0.000006,"6,458","2,683,520",182,
4-Dec-17,0.000006,0.000013,0.000005,0.000012,"5,644","1,114,610",181,
5-Dec-17,0.000012,0.000012,0.000006,0.00001,"10,986","2,105,510",180,
6-Dec-17,0.00001,0.000018,0.00001,0.000014,"7,254","1,794,120",179,
7-Dec-17,0.000014,0.000024,0.000009,0.000024,"13,573","2,416,620",178,
8-Dec-17,0.000025,0.000032,0.00002,0.000023,"18,866","4,395,900",177,
9-Dec-17,0.000023,0.000024,0.00001,0.000012,"46,691","4,103,940",176,
10-Dec-17,0.000012,0.000017,0.000011,0.000015,"49,443","2,075,150",175,
11-Dec-17,0.000014,0.000042,0.000014,0.000033,"233,929","2,523,340",174,
12-Dec-17,0.000039,0.000127,0.000035,0.000077,"980,729","6,837,080",173,
13-Dec-17,0.000078,0.000141,0.000073,0.000126,"1,096,770","13,803,100",172,
14-Dec-17,0.000129,0.000179,0.000125,0.000172,"2,323,520","24,328,400",171,
15-Dec-17,0.000174,0.000268,0.000169,0.000257,"2,268,370","32,825,700",170,
16-Dec-17,0.000199,0.000531,0.000199,0.00048,"5,999,620","37,539,100",169,
17-Dec-17,0.000523,0.000559,0.000112,0.000134,"4,543,060","98,838,500",168,
18-Dec-17,0.000145,0.000328,0.000145,0.000259,"1,794,410","27,379,500",167,
19-Dec-17,0.000259,0.000262,0.000151,0.000172,"1,324,270","49,062,500",166,
20-Dec-17,0.000172,0.000295,0.000154,0.000267,"1,051,420","32,720,200",165,
21-Dec-17,0.000267,0.000301,0.000147,0.000242,"1,320,110","50,716,400",164,
22-Dec-17,0.000241,0.000241,0.000117,0.000192,"598,683","46,513,400",163,
23-Dec-17,0.000193,0.000252,0.000164,0.000201,"462,174","37,546,300",162,
24-Dec-17,0.000217,0.000249,0.000172,0.000239,"551,770","42,598,700",161,
25-Dec-17,0.000237,0.000285,0.000221,0.000259,"589,969","46,472,400",160,
26-Dec-17,0.000259,0.000308,0.000216,0.000282,"652,393","50,924,600",159,
27-Dec-17,0.000282,0.000385,0.000256,0.000384,"1,379,510","55,475,000",158,
28-Dec-17,0.000329,0.000508,0.000319,0.000492,"2,362,570","64,707,100",157,
29-Dec-17,0.00046,0.000734,0.000417,0.000731,"3,975,010","90,714,500",156,
30-Dec-17,0.000731,0.001154,0.000618,0.001107,"7,088,790","144,453,000",155,
